H0,H1,H2,alias,url,date
,"MARKET DROPFutures point to another coronavirus-fueled selloff on Wall StreetStates most vulnerable to coronavirus-driven economic hitCoronavirus and the bills: How to stay afloat financiallyArizona border town feels strain of coronavirus closures: 'It has been really tough''LIFT THE BAN'Dr. Oz calls on NYâ€™s Cuomo to lift restrictions on potential virus treatment1:52Dr. Oz: Should you be wearing a mask to protect from COVID-19?. Cuomo: Don't expect coronavirus crisis to end soon or you will be 'disappointed every morning'AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthySTAYING ON TRACKDanica Patrick on keeping calm and finding your passion in stressful timesTrail Blazers' Damian Lillard aims to keep fans united amid coronavirus pandemic0:28Community comes together to celebrate WWII veteran's 100th birthday. NJ woman's Facebook post helps spark movement to feed health workers on coronavirus front linesSAFE TO RUN?Experts weigh in on whether it is safe to jog outdoors amid coronavirus crisisShould you wear a homemade face mask?. Coronavirus: Social distancing gap should be greatly increased, MIT researcher saysCoronavirus' frightening profile: Who is more likely to die from COVID-19?",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.880974
Futures point to another coronavirus-fueled selloff on Wall Street,States most vulnerable to coronavirus-driven economic hitCoronavirus and the bills: How to stay afloat financiallyArizona border town feels strain of coronavirus closures: 'It has been really tough',,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.880974
Dr. Oz calls on NYâ€™s Cuomo to lift restrictions on potential virus treatment,1:52Dr. Oz: Should you be wearing a mask to protect from COVID-19?. Cuomo: Don't expect coronavirus crisis to end soon or you will be 'disappointed every morning'AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthy,,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.880974
Danica Patrick on keeping calm and finding your passion in stressful times,Trail Blazers' Damian Lillard aims to keep fans united amid coronavirus pandemic0:28Community comes together to celebrate WWII veteran's 100th birthday. NJ woman's Facebook post helps spark movement to feed health workers on coronavirus front lines,,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.880974
Experts weigh in on whether it is safe to jog outdoors amid coronavirus crisis,"Should you wear a homemade face mask?. Coronavirus: Social distancing gap should be greatly increased, MIT researcher saysCoronavirus' frightening profile: Who is more likely to die from COVID-19?",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.880974
Exclusive Clips,"Saint Patrick's Cathedral Mass: Wednesday, April 1. Dr. Oz calls on NY Governor to lift ban on important COVID-19 medicationDr. Siegel's keys to 'flattening the curve'Doctor on the frontlines gives wish list for battling COVID-19FCC launches $200M COVID-19 telehealth programTucker: WHO chief praises and covers for ChinaTrump warns Americans to prepare for hard days aheadVin Scully's optimistic view despite coronavirus pandemic",Show More,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.880974
,"VideoDr. Siegel answers coronavirus food safety questionsHealthCoronavirus in the US: State-by-state breakdownHealthDJ with terminal cancer and coronavirus, told doctors to 'save someone else'. VideoChip Roy's plan to cut America's dependence on China drugsHealthPennsylvania pastor slams coronavirus precautions, plans 'Woodstock'-like Easter gatheringPoliticsRussia sending plane filled with medical equipment to USVideoDr. Nesheiwat warns of a new COVID-19 symptomPoliticsLawmakers demand airlines refund customers for coronavirus cancellationsMediaDoctor's Facebook post goes viral after officer gives her masks instead of speeding ticket: 'I burst into tears'CONVENTIONAL WISDOMPoliticsDemocrats may cancel partyâ€™s presidential gathering amid coronavirus crisis, leaders admitFood & DrinkBurger King gives instructions for making a Whopper using store-bought ingredientsLifestyle'Impossible' puzzle features 4 difficulty levelsCars + TrucksFox Sports adds Wednesday night iRacing. U.S.Coronavirus uniting people in way not seen since 9/11, first responder saysU.S.Calif. emergency manager caught sunbathing despite order, â€˜I own thisâ€™WorldItaly has lowest daily coronavirus infections in 2 weeks â€” but risks losing control in south with fear of riots, lootingU.S.Los Angeles supervisors remove sheriff as head of emergency operationsEntertainmentJohn Cusack calls for another Trump impeachment, worker strikes amid the coronavirus pandemicEntertainmentMeghan Markle, Prince Harry's $2.5M security costs to be paid by Prince Charles after Trump refuses: reportMediaCNN's Chris Cuomo addresses coronavirus diagnosisSportsEx-NBA star says he tipped off Adam Silver about coronavirusSportsOakland Athletics minor league manager on ventilatorTechWhat is 'zoom-bombing'? FBI warns of new trendScienceElephants in Thailand face starvationMediaDr. Oz: President Trump presented the country with a 'somber' truth about coronavirus deathsMediaRep. Chip Roy introduces Beat China Act, says prescription drug manufacturing must return to USMediaFox News Channel ratings for first quarter of 2020 are the highest in network history. MediaStorytime with Dana, featuring Dana's corny jokes",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
,,,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
Fox NationJoin Now,Watch Now For FreeThe cross is often used as a sign of faith & a symbol of the resurrection of Jesus Christ. Join us on Day 34 of this daily trek of reflection.,. Show More,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
Coronavirus Latest,"FULL COVERAGE: CORONAVIRUSNOW.COMNYCâ€™s coronavirus death toll tops 1,000. Federal prisons ramp up coronavirus precautions, keep inmates in cells for 2 weeksSen. Rick Scott sounds alarm over WHO's coronavirus response, calls for inquiryDC residents could be jailed for leaving home during coronavirus lockdown",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
Your Money,5 ways to pay off Parent PLUS Loans fast,Show More,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
Opinion,Will coronavirus change our lives permanently?ByÂ Leslie MarshallCoronavirus is a wake-up call for America's pharmaceutical independenceByÂ Earl 'Buddy' CarterCoronavirus introduces millions of families to homeschooling â€“ Here is how to make it workByÂ Heather Creekmore,Show More. ,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
,PodcastFox News RundownÂ Â ,Play / PauseÂ /Â Volume,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
Get the best of Fox News delivered to your inbox daily,Enter email address. We've added you to our mailing list.CloseYour email address was not valid.Close,,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
Features & Faces,". Danica doesn't MISS racingAre â€˜COCAINE HIPPOSâ€™ helping the ecosystem?â€˜Nightmareâ€™ star tells ALLModel bares ALLMeghan, Harry acting like 'DEFIANT teens'Star called these people 'IDIOTS'Burger King: Hereâ€™s how to make a Whopper at HOMEIs this puzzle IMPOSSIBLE?Country singer tests POSITIVEApril sky: What to expectActor: TRUMP is the virusAre Heidi's 'struggles' OVER?Moon-Walk car collection REVEALEDCoronavirus kills 'Star Wars' actor. Good deed goes VIRALStar moves fans to TEARSDNA identifies REAL Boston Strangler?PreviousNext",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.881975
CoronavirusView All,"MediaDoctor's Facebook post goes viral after officer gives her masks instead of speeding ticket: 'I burst into tears'U.S.Coronavirus uniting people in way not seen since 9/11, first responder saysPoliticsLawmakers demand airlines refund customers for coronavirus cancellationsEntertainmentJohn Cusack calls for another Trump impeachment, worker strikes amid the coronavirus pandemicCars + TrucksFox Sports adds Wednesday night iRacing while seasons are suspended for coronavirus. ",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
Fox News FlashView All,"MediaRep. Chip Roy introduces Beat China Act, says prescription drug manufacturing must return to USMediaDoctor's Facebook post goes viral after officer gives her masks instead of speeding ticket: 'I burst into tears'MediaLong Island, NY doctor on front lines against coronavirus: We need personnel and ventilatorsMediaNunes: US must focus more on employment numbers during coronavirus contagionMediaDr. Jeff Colyer on coronavirus data: 'We are seeing science playing out before our eyes'",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
PoliticsView All,"PoliticsLawmakers demand airlines refund customers for coronavirus cancellationsPoliticsTop Democrats say party's convention may be canceled over coronavirus threatPoliticsRussia sending plane filled with medical equipment to US amid coronavirus pandemicPoliticsTrump urges Florida governor to allow coronavirus-stricken ship to dockPoliticsTrump salutes staff at Queens, NY, hospital near where he grew up: â€˜You people are just incredibleâ€™",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
U.S.View All,"U.S.Coronavirus uniting people in way not seen since 9/11, first responder saysU.S.. New Hampshire crash that killed 7 was fault of drunken biker, not truck driver, defense lawyer claimsU.S.Hawaii expands coronavirus self-quarantine rules to include inter-island travel, threatens $5,000 fines and jailU.S.US coronavirus deaths top 4,000, surpass China, as White House projects 100K to 240K virus-related deathsU.S.This Day in History: April 1",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
OpinionView All,"OpinionPenny Nance: Coronavirus and the challenges of teaching kids at home -- Please, do thisOpinionLeslie Marshall: Will coronavirus change our lives permanently?OpinionRep. Earl 'Buddy' Carter: Coronavirus is a wake-up call for America's pharmaceutical independenceOpinionTucker Carlson: WHO is a lapdog to the powerful, sucks up to China during coronavirus crisisOpinionVon Spakovsky, Adams & Mitchell: Coronavirus and elections â€” changes increase risk of voter fraud",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
FamilyView All,"OpinionPenny Nance: Coronavirus and the challenges of teaching kids at home -- Please, do thisEntertainmentPink belts out moving gospel song during son's bath time: 'Faith is always a comfort'OpinionPaul Batura: Children's coronavirus fears â€“ this is what I told my sons the times demandOpinionJeannie Cunnion: Coronavirus â€“ Lessons from a mom of 5 about parenting in a pandemicEntertainmentBilly and Christi Busch reveal how they're carrying on the family's beer brewing legacy",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
EntertainmentView All,"Entertainment. Meghan Markle, Prince Harry's $2.5M security costs to be paid by Prince Charles after Trump refuses: reportEntertainmentJohn Cusack calls for another Trump impeachment, worker strikes amid the coronavirus pandemicEntertainment'Nightmare on Elm Street' star Robert Englund on why it's unlikely he'll play Freddy Krueger againEntertainment'Tiger King' stars: Where are they now?EntertainmentNaomi Campbell on self-isolation: 'We cannot come out of this the same'",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
What to WatchView All,"08:00Fox & FriendsUS Army Corps of Engineers quickly building temporary hospitals across country04:20Danica Patrick talks coronavirus isolation, latest CBD venture. 05:20Fox & FriendsDoctor who got masks instead of a speeding ticket at a traffic stop speaks out02:11Fox Business Flash top headlines for March 3102:13This Day in History: April 1",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.882978
Personal FinanceView All. ,"Sponsored by Credible5 ways to pay off Parent PLUS Loans fastLifestyleHelp wanted amid coronavirus pandemic: These companies are hiringLifestyleCoronavirus forces JCPenney to extend closures, furlough workersSponsored by Credible10 affordable ways to upgrade your rental propertyLifestyleCanâ€™t pay rent amid coronavirus outbreak? Here's what you should do",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
TechnologyView All,"HealthCoronavirus: Social distancing gap should be greatly increased, MIT researcher saysTechTech company keeps tabs on how people socially isolate across the countryEntertainment. Larry David urges 'idiots' still out socializing to 'watch TV' in funny coronavirus PSAPoliticsDOJ's FISA report contradicts claims by Dems, media figures that surveillance rules were strictly observedTechStratolaunch to launch hypersonic vehicles from world's biggest airplane",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
AutosView All,"Cars + TrucksFox Sports adds Wednesday night iRacing while seasons are suspended for coronavirusLifestyleDanica Patrick on keeping calm and finding your passion in stressful timesCars + TrucksDanica Patrick says she doesn't miss racing, but only likes the real thingCars + TrucksFox's virtual Texas NASCAR race sets esports record with 1.3 million viewersPoliticsTrump administration eases Obama-era regs on vehicle fuel economy",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
Travel + OutdoorsView All,". Great OutdoorsWashington bans recreational fishing, shellfishing to slow coronavirus spreadLifestyleMontana Fish, Wildlife agency converts social distancing into 'fishtancing'. Great OutdoorsNational Park Service asks people to practice social distance during coronavirus pandemicU.S.Missouri to waive fishing permit requirements during coronavirus outbreakU.S.New Hampshire hiker survives 200-foot fall while descending Mount Washington",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
Food + DrinkView All,"Food & DrinkBurger King France gives instructions for making a Whopper using store-bought ingredientsFood & Drink. Indiana restaurant owner cuts hair like Joe Exotic to raise money for workers after coronavirus shutdownFood & DrinkBurger King, Popeyes to use thermometers on workers, pay bonus for April amid coronavirus outbreakMedia'Bar Rescue' host Jon Taffer: Restaurants will face new challenges no one is talking aboutFood & DrinkTaco Bell offering free tacos on Tuesday as a 'thank you' during coronavirus pandemic",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
Fitness + Well-beingView All,"LifestyleDanica Patrick on keeping calm and finding your passion in stressful timesMediaAnna Kooiman shares at-home workouts for coronavirus lockdownReal EstateBored at home? Instagram-influencing 'Style Sisters' explain how to deep-clean your closetLifestyleTips for staying fit while stuck at home during the coronavirus pandemicLifestyle. Jo-Ann craft stores are giving away free kits to make face masks, gowns",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
Style + BeautyView All,"LifestyleMan dresses as bush to sneak out during coronavirus lockdownLifestyleWalmart sees increased sales for tops, but not bottoms, amid coronavirus pandemicLifestyleH&M donating money, protective equipment to help those fighting coronavirus spreadLifestyleCrocs giving health care workers free shoes amid coronavirus outbreak with new campaignReal EstateBored at home? Instagram-influencing 'Style Sisters' explain how to deep-clean your closet",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
HealthView All,"HealthDJ with terminal cancer and coronavirus told doctors to 'save someone else'HealthShould you wear a homemade face mask?HealthBirx praises California, Washington for coronavirus response, says NY, NJ laggedHealthCoronavirus deaths top 4,000 in US, surpass ChinaHealthCalifornia nursing home sees more than 50 coronavirus infections",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.883981
Good NewsView All,"WorldSouth Korean shoe cobbler called 'angel' for doing this for 'poor and needy' amid coronavirus despair. WorldCoronavirus doesnâ€™t stop octogenarian couple from meeting at Danish-German border amid lockdownU.S.. Coronavirus outbreak results in Massachusetts man, 70, getting 'a little different' birthday partyU.S.Texas priest who had coronavirus recovers, offers services online againU.S.. NYPD cops deliver baby in Bronx apartment amid coronavirus ambulance 'backlog'",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.884983
Full EpisodesView All,"40:00VideoFox News @ Night - Tuesday, March 3143:57The Ingraham Angle - Tuesday, March 3143:10Hannity - Tuesday, March 3142:32Tucker Carlson Tonight - Tuesday, March 3125:33The Five - Tuesday, March 31",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.884983
Fox News SalutesView All,"U.S.Oregon high school football coach who disarmed gunman awarded special honorU.S.Oregon veteran, 95, recovers from coronavirus, family says: 'Pretty hardcore'U.S.Georgia veterans get food to community amid coronavirus outbreakU.S.Tennessee vet giving back during coronavirus pandemic had to grow up quicklyU.S.VA hospitals assist New York City with coronavirus response by freeing up 50 beds",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.884983
CrimeView All,"MediaRep. Chip Roy introduces Beat China Act, says prescription drug manufacturing must return to USU.S.New Hampshire crash that killed 7 was fault of drunken biker, not truck driver, defense lawyer claimsU.S.Coronavirus forces over 16 percent of FDNY members to call out sick, official saysMediaVirginia shop owner calls arrest of employee who shot would-be robber 'very sad,' 'mind-boggling'U.S.Over 1,000 NYPD officers have tested positive for coronavirus, police say",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.884983
Odd NewsView All,"World. Coronavirus in Italy: Some of the most surprising excuses people have used to leave homeWorldAustralian astrophysicist sent to the hospital after coronavirus invention goes horribly wrongWorldCoronavirus lockdown spurs police in England to dye 'Blue Lagoon' black to deter InstagrammersU.S.Coronavirus fuels toilet paper buying spree, California officials implore people not to flush t-shirts, wipesHealthMissouri woman gives birth in Walmart toilet paper aisle, report says",,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.884983
,States most vulnerable to coronavirus-driven economic hit,Coronavirus and the bills: How to stay afloat financially,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
States most vulnerable to coronavirus-driven economic hit,Coronavirus and the bills: How to stay afloat financially,Arizona border town feels strain of coronavirus closures: 'It has been really tough',foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
Coronavirus and the bills: How to stay afloat financially,Arizona border town feels strain of coronavirus closures: 'It has been really tough',,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
,1:52Dr. Oz: Should you be wearing a mask to protect from COVID-19?,. Cuomo: Don't expect coronavirus crisis to end soon or you will be 'disappointed every morning',foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
1:52Dr. Oz: Should you be wearing a mask to protect from COVID-19?,. Cuomo: Don't expect coronavirus crisis to end soon or you will be 'disappointed every morning',AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthy,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
. Cuomo: Don't expect coronavirus crisis to end soon or you will be 'disappointed every morning',AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthy,,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
,Trail Blazers' Damian Lillard aims to keep fans united amid coronavirus pandemic,0:28Community comes together to celebrate WWII veteran's 100th birthday,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
Trail Blazers' Damian Lillard aims to keep fans united amid coronavirus pandemic,0:28Community comes together to celebrate WWII veteran's 100th birthday,. NJ woman's Facebook post helps spark movement to feed health workers on coronavirus front lines,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
0:28Community comes together to celebrate WWII veteran's 100th birthday,. NJ woman's Facebook post helps spark movement to feed health workers on coronavirus front lines,,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
,Should you wear a homemade face mask?,". Coronavirus: Social distancing gap should be greatly increased, MIT researcher says",foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
Should you wear a homemade face mask?,". Coronavirus: Social distancing gap should be greatly increased, MIT researcher says",Coronavirus' frightening profile: Who is more likely to die from COVID-19?,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
". Coronavirus: Social distancing gap should be greatly increased, MIT researcher says",Coronavirus' frightening profile: Who is more likely to die from COVID-19?,,foxnews,https://www.foxnews.com/,2020-04-01 15:01:21.949160
